submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,item_id,languages,options,options_list,options_order,orientation,question,randomize,response,responseTime,trial_nr
438,22,Sloths are chill,baseline,Graduated High-school,106642,1692802614003,1692802507361,male,14,English,Jo used to work at their local library.|the book fair was amazing.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was bad.,Jo used to work at their local library.|the book fair was amazing.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was bad.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the book fair was amazing.,16564,2
459,NA,NA,too_much,NA,33865,1692826595450,1692826561585,NA,14,NA,Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.,Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,authors of each and every single book that I do not find interesting attended and met their fans.,11131,2
481,25,Was this study written by someone who speaks English?,baseline,Higher degree,133678,1692826908048,1692826774370,female,14,English,"the fair caused people to doubt that reading is a cool hobby unintentionally, e.g. because it was not well-organised. |Jo used to work at their local library.|the fair caused people to doubt that reading is a cool hobby intentionally, e.g. because it promoted cool sports. |Jo once proofread a chapter of their favorite author’s first novel.","the fair caused people to doubt that reading is a cool hobby unintentionally, e.g. because it was not well-organised. |Jo used to work at their local library.|the fair caused people to doubt that reading is a cool hobby intentionally, e.g. because it promoted cool sports. |Jo once proofread a chapter of their favorite author’s first novel.",target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,"the fair caused people to doubt that reading is a cool hobby unintentionally, e.g. because it was not well-organised.",54712,1
490,46,NA,too_much,Graduated College,74764,1692861720164,1692861645400,male,14,English,The fair was disappointing.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the fair took place.,The fair was disappointing.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the fair took place.,target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,The fair was disappointing.,9114,2
502,43,NA,baseline,Graduated College,118147,1692861773262,1692861655115,male,14,eng,John does not want to talk about the reception of Emma's book.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|Jo used to work at their local library.,John does not want to talk about the reception of Emma's book.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|Jo used to work at their local library.,target_prejacent|distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,28736,2
501,59,NA,too_much,Higher degree,110457,1692861765783,1692861655326,male,14,English,the venue of the book fair was nice.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|John does not want to talk about the reception of Emma's book.,the venue of the book fair was nice.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|John does not want to talk about the reception of Emma's book.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,26375,1
522,52,NA,baseline,Higher degree,240661,1692861892980,1692861652319,female,14,English,the book fair was bad.|the book fair was amazing.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,the book fair was bad.|the book fair was amazing.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the book fair was amazing.,8511,2
525,38,N/A,baseline,Graduated High-school,366137,1692861986489,1692861620352,male,14,English,Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the book fair was bad.|the book fair was amazing.,Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the book fair was bad.|the book fair was amazing.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the book fair was amazing.,45274,2
527,30,NA,too_much,Graduated College,86733,1692862087202,1692862000469,male,14,English,Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,Jo didn’t get to meet their favourite author.,30692,1
546,37,NA,irrelevant,Graduated College,88781,1693489977619,1693489888838,female,14,English,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,20785,2
554,48,NA,marked,Graduated High-school,110327,1693489997435,1693489887108,female,14,englsh,John does not want to talk about the reception of Emma's book.|the venue of the book fair was nice.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,John does not want to talk about the reception of Emma's book.|the venue of the book fair was nice.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,31891,2
569,30,NA,too_little,Graduated College,181205,1693490057500,1693489876295,male,14,english,Jo used to work at their local library.|the book fair was amazing.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was bad.,Jo used to work at their local library.|the book fair was amazing.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was bad.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,Jo used to work at their local library.,44755,2
578,66,thanks,too_much,Higher degree,275141,1693490148393,1693489873252,male,14,English,Jo didn’t get to meet their favourite author.|Jo used to work at their local library.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.,Jo didn’t get to meet their favourite author.|Jo used to work at their local library.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,authors of each and every single book that I do not find interesting attended and met their fans.,21138,2
679,57,Thank you,too_little,Graduated College,149423,1693818632980,1693818483557,male,14,English,Jo once proofread a chapter of their favorite author’s first novel.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo didn’t get to meet their favourite author.|Jo used to work at their local library.,Jo once proofread a chapter of their favorite author’s first novel.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo didn’t get to meet their favourite author.|Jo used to work at their local library.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,Jo didn’t get to meet their favourite author.,44034,2
706,66,NA,too_little,Graduated College,67494,1693819596074,1693819528580,male,14,NA,Jo once proofread a chapter of their favorite author’s first novel.|the fair took place.|Jo used to work at their local library.|The fair was disappointing.,Jo once proofread a chapter of their favorite author’s first novel.|the fair took place.|Jo used to work at their local library.|The fair was disappointing.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,Jo used to work at their local library.,22411,2
729,75,NA,too_much,Graduated College,187022,1693820134079,1693819947057,female,14,English,authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|Jo used to work at their local library.,authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|Jo used to work at their local library.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,Jo didn’t get to meet their favourite author.,89856,1
730,23,N/A,too_little,Graduated High-school,118159,1693820183758,1693820065599,male,14,English,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was amazing.|the book fair was bad.,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the book fair was amazing.|the book fair was bad.,distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the book fair was amazing.,8631,2
731,62,NA,too_little,NA,244918,1693820243895,1693819998977,female,14,English,Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.,Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,authors of each and every single book that I do not find interesting attended and met their fans.,107475,1
765,55,NA,too_much,Graduated High-school,182452,1693821163447,1693820980995,female,14,English,Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.,Jo once proofread a chapter of their favorite author’s first novel.|Jo didn’t get to meet their favourite author.|authors of each and every single book that I do not find interesting attended and met their fans.|Jo used to work at their local library.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,authors of each and every single book that I do not find interesting attended and met their fans.,46965,2
769,35,NA,too_little,Graduated College,115698,1693821241805,1693821126107,male,14,english,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,25988,1
777,53,NA,irrelevant,Graduated High-school,261049,1693821389623,1693821128574,male,14,english,Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,Jo once proofread a chapter of their favorite author’s first novel.|Jo used to work at their local library.|the venue of the book fair was nice.|John does not want to talk about the reception of Emma's book.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,96036,1
789,57,None,irrelevant,Graduated High-school,165661,1693821800563,1693821634902,female,14,English,John does not want to talk about the reception of Emma's book.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.,John does not want to talk about the reception of Emma's book.|Jo used to work at their local library.|Jo once proofread a chapter of their favorite author’s first novel.|the venue of the book fair was nice.,target_prejacent|distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jo meant with their utterance?,FALSE,the venue of the book fair was nice.,43353,1
434,38,NA,baseline,Higher degree,72963,1692802099029,1692802026066,female,13,English,John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was beautiful.,John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was beautiful.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,15775,2
442,42,None,too_much,Higher degree,81621,1692802968718,1692802887097,male,13,English,Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole helped John set up his studio downtown.,Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole helped John set up his studio downtown.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,34125,1
464,45,NA,marked,Graduated College,101414,1692826669782,1692826568368,male,13,English,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was beautiful.|John's portrait was not good.,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was beautiful.|John's portrait was not good.,distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,19246,2
465,29,NA,irrelevant,Graduated College,97748,1692826688054,1692826590306,female,13,English,Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.|John's portrait was beautiful.,Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.|John's portrait was beautiful.,distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,26120,1
467,23,NA,baseline,Graduated High-school,174390,1692826731452,1692826557062,female,13,English,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole admired John's artistic ability in high school.|John's portrait was not good.|Ole helped John set up his studio downtown.,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole admired John's artistic ability in high school.|John's portrait was not good.|Ole helped John set up his studio downtown.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,70509,2
471,40,n/a,baseline,Graduated College,71323,1692826809072,1692826737749,male,13,NA,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,17808,2
484,40,NA,too_little,Graduated High-school,111313,1692861688123,1692861576810,male,13,English,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's painting was there.|John's portrait was not good.,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's painting was there.|John's portrait was not good.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was not good.,30295,1
487,27,NA,too_little,Graduated High-school,54088,1692861708496,1692861654408,female,13,English,John's painting was there.|Ole admired John's artistic ability in high school.|John's portrait was not good.|Ole helped John set up his studio downtown.,John's painting was there.|Ole admired John's artistic ability in high school.|John's portrait was not good.|Ole helped John set up his studio downtown.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's painting was there.,18787,2
506,38,NA,too_little,Graduated College,193703,1692861799602,1692861605899,male,13,English,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was not good.|John's painting was there.,Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.|John's portrait was not good.|John's painting was there.,distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's painting was there.,26920,2
497,33,NA,too_much,Graduated High-school,90485,1692861751843,1692861661358,male,13,english,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,27909,2
534,66,NA,marked,Graduated College,194476,1692863208647,1692863014171,female,13,NA,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.|Ole helped John set up his studio downtown.","John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.|Ole helped John set up his studio downtown.",target_prejacent|distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.",69700,1
543,46,weird study,marked,Graduated College,92446,1693489973147,1693489880701,male,13,English,Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole helped John set up his studio downtown.,Ole admired John's artistic ability in high school.|John's portrait was not good.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole helped John set up his studio downtown.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,25513,1
545,47,None,too_much,Graduated College,95610,1693489976178,1693489880569,female,13,English,John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,28121,1
567,36,NA,marked,Higher degree,55696,1693490040668,1693489984972,male,13,English,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.","John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.",9450,1
560,71,NA,too_much,Graduated College,133646,1693490018065,1693489884419,male,13,english,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.","John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.",39335,2
564,57,NA,irrelevant,Graduated College,109273,1693490006675,1693489897402,female,13,English,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|John's portrait was not good.|Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|John's portrait was not good.|Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was not good.,25651,2
572,46,no comments,too_much,Graduated College,57184,1693490105894,1693490048710,male,13,English,Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.|John's painting was there.,Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.|John's painting was there.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was not good.,6975,1
584,47,I couldn't make sense of the replies very well,too_much,Graduated High-school,139352,1693490271197,1693490131845,male,13,English,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|John's portrait was not good.|Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|John's portrait was not good.|Ole helped John set up his studio downtown.|Ole admired John's artistic ability in high school.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,Ole admired John's artistic ability in high school.,68960,1
610,25,NA,marked,Graduated College,139055,1693490506255,1693490367200,female,13,English,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was not good.,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was not good.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John exhibited a canvas that interesting lines drawn all over it that made a shape that resembled a face.,34192,1
629,45,NA,irrelevant,Higher degree,57575,1693490649788,1693490592213,male,13,English,the canapes were excellent.|Ole admired John's artistic ability in high school.|Ole does not want to talk about John's portrait.|Ole helped John set up his studio downtown.,the canapes were excellent.|Ole admired John's artistic ability in high school.|Ole does not want to talk about John's portrait.|Ole helped John set up his studio downtown.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,the canapes were excellent.,21719,2
630,35,NA,marked,Graduated High-school,191478,1693490655418,1693490463940,other,13,English,Ole helped John set up his studio downtown.|Ole does not want to talk about John's portrait.|the canapes were excellent.|Ole admired John's artistic ability in high school.,Ole helped John set up his studio downtown.|Ole does not want to talk about John's portrait.|the canapes were excellent.|Ole admired John's artistic ability in high school.,distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,Ole does not want to talk about John's portrait.,52844,1
676,66,NA,too_little,Graduated College,167093,1693818585881,1693818418789,male,13,NA,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was beautiful.|John's portrait was not good.,Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.|John's portrait was beautiful.|John's portrait was not good.,distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,33473,2
644,38,NA,baseline,Higher degree,148714,1693815051783,1693814903069,female,13,English,John's portrait was beautiful.|Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.,John's portrait was beautiful.|Ole helped John set up his studio downtown.|John's portrait was not good.|Ole admired John's artistic ability in high school.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,37404,2
654,49,thanks,irrelevant,Graduated High-school,103454,1693816659559,1693816556105,male,13,english,Ole helped John set up his studio downtown.|Ole does not want to talk about John's portrait.|Ole admired John's artistic ability in high school.|the canapes were excellent.,Ole helped John set up his studio downtown.|Ole does not want to talk about John's portrait.|Ole admired John's artistic ability in high school.|the canapes were excellent.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,the canapes were excellent.,17630,2
661,31,NA,baseline,Graduated High-school,185453,1693817161023,1693816975570,female,13,English,Ole admired John's artistic ability in high school.|John's portrait was not good.|John's portrait was beautiful.|Ole helped John set up his studio downtown.,Ole admired John's artistic ability in high school.|John's portrait was not good.|John's portrait was beautiful.|Ole helped John set up his studio downtown.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,23482,2
665,28,None,marked,Graduated College,109267,1693817532358,1693817423091,female,13,English,"Ole admired John's artistic ability in high school.|John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.","Ole admired John's artistic ability in high school.|John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.|Ole helped John set up his studio downtown.|John's portrait didn’t not cause the interest of the attendees intentionally, e.g. because it was not exhibited.",distractor_1_prejacent|target_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,"John's portrait didn’t not cause the interest of the attendees unintentionally, e.g. because it was not very interesting.",32604,1
686,50,NA,baseline,Graduated College,67277,1693818846413,1693818779136,female,13,english,John's portrait was beautiful.|John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.,John's portrait was beautiful.|John's portrait was not good.|Ole admired John's artistic ability in high school.|Ole helped John set up his studio downtown.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Ole meant with their utterance?,FALSE,John's portrait was beautiful.,19542,1
